property_type,region,area_m2,price_usd,lat,lon,state
house,South,170.0,101666.245,-29.6920927,-52.4388595,Rio Grande do Sul
apartment,South,54.0,63301.627400000005,-30.031361,-51.15786,Rio Grande do Sul
apartment,South,87.0,150387.8975,-30.045527,-51.19289,Rio Grande do Sul
apartment,South,73.0,107420.9403,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,60.0,50065.8303,-29.6906402,-53.8080576,Rio Grande do Sul
apartment,South,59.0,53710.4673,-30.0878125,-51.211011,Rio Grande do Sul
apartment,South,69.0,72064.8169,-30.046061,-51.225681,Rio Grande do Sul
apartment,South,80.0,143867.3312,-30.033644,-51.203403,Rio Grande do Sul
apartment,South,139.0,121999.4997,-29.6992724,-53.8104396,Rio Grande do Sul
house,South,149.0,81547.0291,-30.210297,-51.111507,Rio Grande do Sul
apartment,South,205.0,174942.67859999998,-29.6833751,-53.8013123,Rio Grande do Sul
apartment,South,68.0,90081.0178,-30.0285272,-51.212471,Rio Grande do Sul
house,South,161.0,81357.3863,-30.129536,-51.232632,Rio Grande do Sul
apartment,South,140.0,112216.5194,-30.005852,-51.1311,Rio Grande do Sul
house,South,84.0,63301.627400000005,-30.162785,-51.197601,Rio Grande do Sul
house,South,119.0,51600.4147,-30.185879,-51.153313,Rio Grande do Sul
apartment,South,66.0,64599.11460000001,-29.975916,-51.193546,Rio Grande do Sul
apartment,South,87.0,73851.8961,-30.04143,-51.186394,Rio Grande do Sul
apartment,South,121.0,80661.6158,-30.036882,-51.200722,Rio Grande do Sul
apartment,South,77.0,69056.3208,-29.1736847428,-51.5231101288,Rio Grande do Sul
apartment,South,61.0,45893.9072,-30.090792,-51.223923,Rio Grande do Sul
apartment,South,129.0,138826.22079999998,-30.104361,-51.252487,Rio Grande do Sul
house,South,173.0,115093.86799999999,-29.7756011,-51.1524303,Rio Grande do Sul
apartment,South,153.0,123268.7643,-30.044786,-51.210274,Rio Grande do Sul
house,South,174.0,76729.2428,-29.791277,-51.1507,Rio Grande do Sul
apartment,South,78.0,65219.854100000004,-30.068159,-51.229153,Rio Grande do Sul
apartment,South,68.0,100511.4535,-30.05175,-51.182068,Rio Grande do Sul
apartment,South,87.0,102049.8968,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,74.0,71933.6618,-30.019249,-51.209675,Rio Grande do Sul
apartment,South,115.0,72892.7818,-30.0108775,-51.1659918,Rio Grande do Sul
apartment,South,119.0,111257.407,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,53.0,72064.8169,-30.030844,-51.234386,Rio Grande do Sul
apartment,South,65.0,76805.9211,-29.975916,-51.193546,Rio Grande do Sul
house,South,134.0,80565.7038,-30.039631,-51.119343,Rio Grande do Sul
house,South,239.0,107149.0028,-30.0084567,-51.1055659,Rio Grande do Sul
apartment,South,126.0,70974.5494,-29.6849603,-53.8168901,Rio Grande do Sul
apartment,South,91.0,126603.25480000001,-30.031038,-51.217381,Rio Grande do Sul
apartment,South,110.0,170679.8329,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,120.0,127061.65070000001,-30.076696,-51.23962,Rio Grande do Sul
apartment,South,145.0,151540.25890000002,-30.034618,-51.19479,Rio Grande do Sul
house,South,169.0,145077.8592,-30.106033,-51.214893,Rio Grande do Sul
apartment,South,101.0,208608.6817,-30.015366,-51.193504,Rio Grande do Sul
house,South,209.0,132750.9765,-30.038908,-51.164185,Rio Grande do Sul
apartment,South,73.0,104304.33989999999,-30.045527,-51.19289,Rio Grande do Sul
apartment,South,71.0,81332.9979,-30.046061,-51.225681,Rio Grande do Sul
apartment,South,80.0,98525.5317,-30.005852,-51.1311,Rio Grande do Sul
house,South,199.0,84402.17050000001,-29.949872,-51.1844381,Rio Grande do Sul
apartment,South,79.0,71116.5934,-29.6984605,-53.8076084,Rio Grande do Sul
house,South,118.0,73961.25630000001,-30.147711,-51.216839,Rio Grande do Sul
apartment,South,93.0,130439.71579999999,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,126.0,82495.25259999999,-30.035332,-51.135017,Rio Grande do Sul
apartment,South,64.0,52751.353,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,109.0,223780.2254,-30.022511,-51.161591,Rio Grande do Sul
apartment,South,53.0,53100.38679999999,-29.7070729,-53.7177243,Rio Grande do Sul
house,South,151.0,101666.245,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,60.0,66147.7058,-29.7029348,-53.716287,Rio Grande do Sul
apartment,South,72.0,62726.1573,-29.6980861,-53.8099825,Rio Grande do Sul
house,South,97.0,60424.2807,-29.33136,-49.803558,Rio Grande do Sul
apartment,South,104.0,156210.9187,-30.120537,-51.225018,Rio Grande do Sul
apartment,South,105.0,73851.8961,-30.023117,-51.216625,Rio Grande do Sul
apartment,South,103.0,64068.9158,-30.0404696,-51.2225827,Rio Grande do Sul
house,South,124.0,80565.7038,-30.161716,-51.202991,Rio Grande do Sul
apartment,South,94.0,119475.8779,-30.05175,-51.182068,Rio Grande do Sul
apartment,South,110.0,67138.0884,-30.041092,-51.221848,Rio Grande do Sul
apartment,South,55.0,80409.1628,-30.016756,-51.207436,Rio Grande do Sul
apartment,South,97.0,88238.6315,-29.6897637405,-53.8083941349,Rio Grande do Sul
apartment,South,140.0,124685.0224,-29.33136,-49.803558,Rio Grande do Sul
house,South,149.0,108056.8304,-30.161753,-51.161156,Rio Grande do Sul
apartment,South,66.0,69056.3208,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,172.0,211005.42530000003,-30.03548,-51.191505,Rio Grande do Sul
apartment,South,73.0,91029.24130000001,-30.019997,-51.170139,Rio Grande do Sul
house,South,144.0,86320.3972,-30.113007,-51.219631,Rio Grande do Sul
house,South,199.0,109993.66570000001,-30.161716,-51.202991,Rio Grande do Sul
apartment,South,119.0,253019.0081,-30.03949,-51.189323,Rio Grande do Sul
house,South,210.0,147922.5221,-30.0248108,-51.2149583,Rio Grande do Sul
house,South,250.0,56893.2732,-30.1641535,-51.1437688,Rio Grande do Sul
apartment,South,60.0,50065.8303,-29.6871895,-53.8090582,Rio Grande do Sul
apartment,South,74.0,84402.17050000001,-29.663378,-49.998238,Rio Grande do Sul
apartment,South,67.0,102407.90049999999,-30.056164,-51.191223,Rio Grande do Sul
apartment,South,86.0,93801.499,-30.057297,-51.155926,Rio Grande do Sul
apartment,South,56.0,46996.6596,-30.152109,-51.221676,Rio Grande do Sul
apartment,South,73.0,61383.3931,-30.03809,-51.20953,Rio Grande do Sul
apartment,South,162.0,151336.1153,-30.0224742,-51.2067382,Rio Grande do Sul
house,South,135.0,91029.24130000001,-30.154736,-51.199512,Rio Grande do Sul
apartment,South,75.0,51792.238699999994,-29.923746,-50.983643,Rio Grande do Sul
apartment,South,65.0,71550.01759999999,-30.060946,-51.166382,Rio Grande do Sul
apartment,South,74.0,74811.00850000001,-30.05298,-51.193569,Rio Grande do Sul
apartment,South,54.0,52751.353,-30.081381,-51.205845,Rio Grande do Sul
apartment,South,172.0,122383.14390000001,-30.004568,-51.16246,Rio Grande do Sul
apartment,South,81.0,114134.7537,-30.046341,-51.198322,Rio Grande do Sul
apartment,South,153.0,285816.4414,-30.0353388,-51.2000099,Rio Grande do Sul
house,South,189.0,121372.32489999999,-30.094461,-51.221725,Rio Grande do Sul
house,South,97.0,82483.9362,-30.039631,-51.119343,Rio Grande do Sul
apartment,South,84.0,59465.16070000001,-29.6973534,-53.8039724,Rio Grande do Sul
apartment,South,197.0,161956.1938,-30.041273,-51.204395,Rio Grande do Sul
apartment,South,72.0,53100.38679999999,-30.030844,-51.234386,Rio Grande do Sul
house,South,105.0,55628.699700000005,-30.012566,-51.136326,Rio Grande do Sul
apartment,South,183.0,122766.7881,-29.6889493,-53.8212442,Rio Grande do Sul
apartment,South,91.0,136297.8034,-30.029697,-51.202991,Rio Grande do Sul
apartment,South,123.0,130628.28890000001,-29.6953595544,-53.8044477122,Rio Grande do Sul
apartment,South,58.0,46037.5453,-30.005852,-51.1311,Rio Grande do Sul
apartment,South,60.0,93993.3249,-30.080242,-51.225227,Rio Grande do Sul
apartment,South,92.0,94822.1277,-30.038136,-51.188606,Rio Grande do Sul
apartment,South,122.0,106653.6519,-29.7004535,-53.8140913,Rio Grande do Sul
apartment,South,83.0,104304.33989999999,-30.006578,-51.1507,Rio Grande do Sul
house,South,229.0,189644.2573,-30.019997,-51.170139,Rio Grande do Sul
apartment,South,165.0,237055.32400000002,-30.05175,-51.182068,Rio Grande do Sul
apartment,South,55.0,70974.5494,-30.090624,-51.132404,Rio Grande do Sul
apartment,South,58.0,53100.38679999999,-30.0015869,-51.1436098,Rio Grande do Sul
house,South,99.0,66375.48539999999,-30.102657,-51.234093,Rio Grande do Sul
apartment,South,66.0,51203.947400000005,-30.030844,-51.234386,Rio Grande do Sul
apartment,South,76.0,107420.9403,-30.031038,-51.217381,Rio Grande do Sul
apartment,South,88.0,109339.1727,-30.024475,-51.196865,Rio Grande do Sul
apartment,South,76.0,66375.48539999999,-29.6952115,-53.7988969,Rio Grande do Sul
apartment,South,90.0,57546.933999999994,-29.973013,-51.124569,Rio Grande do Sul
apartment,South,69.0,47955.772,-30.041872,-51.215961,Rio Grande do Sul
apartment,South,76.0,92925.6826,-29.920921,-51.171612,Rio Grande do Sul
apartment,South,57.0,47763.953700000005,-29.7050721,-53.8160066,Rio Grande do Sul
apartment,South,159.0,129480.6015,-30.015261,-51.165073,Rio Grande do Sul
house,South,163.0,95911.5516,-30.1403411,-51.2225505,Rio Grande do Sul
apartment,South,61.0,48359.2826,-29.704535,-53.7173146,Rio Grande do Sul
apartment,South,70.0,85339.9155,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,66.0,51792.238699999994,-29.6922092,-53.8127137,Rio Grande do Sul
apartment,South,131.0,57546.933999999994,-30.048243,-51.205936,Rio Grande do Sul
apartment,South,68.0,93993.3249,-30.045134,-51.18399,Rio Grande do Sul
apartment,South,69.0,73771.6135,-30.061272,-51.195316,Rio Grande do Sul
house,South,151.0,250329.1648,-30.068159,-51.229153,Rio Grande do Sul
apartment,South,70.0,63301.627400000005,-30.05051,-51.188564,Rio Grande do Sul
apartment,South,152.0,124685.0224,-29.6922544402,-53.8024973288,Rio Grande do Sul
apartment,South,70.0,117958.72600000001,-30.0542649,-51.2185974,Rio Grande do Sul
apartment,South,85.0,93993.3249,-29.920921,-51.171612,Rio Grande do Sul
apartment,South,75.0,47411.061,-30.005325,-51.199802,Rio Grande do Sul
apartment,South,101.0,92075.0906,-29.6898042,-53.8034827,Rio Grande do Sul
apartment,South,65.0,85339.9155,-30.01454,-51.212147,Rio Grande do Sul
apartment,South,66.0,71522.2016,-29.975916,-51.193546,Rio Grande do Sul
apartment,South,66.0,51792.238699999994,-30.045954,-51.140778,Rio Grande do Sul
apartment,South,79.0,62582.6047,-30.0350587,-51.2282432,Rio Grande do Sul
apartment,South,77.0,80565.7038,-30.03285,-51.155926,Rio Grande do Sul
apartment,South,238.0,218090.89390000002,-30.034788,-51.195995,Rio Grande do Sul
house,South,232.0,182231.95640000002,-30.117748,-51.250511,Rio Grande do Sul
apartment,South,72.0,96870.6716,-30.022408,-51.182068,Rio Grande do Sul
apartment,South,95.0,75857.70330000001,-29.7011161829,-53.8252362881,Rio Grande do Sul
apartment,South,120.0,71116.5934,-30.0320559,-51.208428,Rio Grande do Sul
apartment,South,60.0,73825.9991,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,102.0,128521.4834,-30.039415,-51.211819,Rio Grande do Sul
apartment,South,73.0,130285.60109999999,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,75.0,99748.0183,-30.045439,-51.203999,Rio Grande do Sul
house,South,148.0,111890.1127,-30.185879,-51.153313,Rio Grande do Sul
house,South,151.0,86320.3972,-30.210297,-51.111507,Rio Grande do Sul
apartment,South,105.0,287734.67,-30.038923,-51.191185,Rio Grande do Sul
apartment,South,116.0,237055.32400000002,-30.039001,-51.18441,Rio Grande do Sul
apartment,South,170.0,76729.2428,-29.7357618,-52.4242396,Rio Grande do Sul
apartment,South,69.0,63109.801499999994,-30.105619,-51.242771,Rio Grande do Sul
house,South,184.0,116714.80359999998,-30.144749,-51.219551,Rio Grande do Sul
apartment,South,94.0,84402.17050000001,-30.031038,-51.217381,Rio Grande do Sul
apartment,South,124.0,75770.1285,-30.036882,-51.200722,Rio Grande do Sul
apartment,South,71.0,85719.20300000001,-30.002981,-51.189289,Rio Grande do Sul
apartment,South,100.0,54669.585399999996,-29.6980659,-53.8154587,Rio Grande do Sul
house,South,108.0,55436.8738,-29.7160056,-52.4393935,Rio Grande do Sul
apartment,South,194.0,170679.8329,-30.035349,-51.162209,Rio Grande do Sul
house,South,134.0,65411.68,-30.1562146,-51.1808958,Rio Grande do Sul
apartment,South,93.0,164990.50519999999,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,136.0,246537.5362,-30.031361,-51.15786,Rio Grande do Sul
apartment,South,143.0,232105.9684,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,55.0,51792.238699999994,-29.33136,-49.803558,Rio Grande do Sul
apartment,South,66.0,50833.1187,-29.981264,-51.185822,Rio Grande do Sul
apartment,South,115.0,262375.0793,-30.027906,-51.190132,Rio Grande do Sul
apartment,South,71.0,79631.622,-30.032068,-51.220879,Rio Grande do Sul
house,South,139.0,119475.8779,-30.014658,-51.13533,Rio Grande do Sul
apartment,South,130.0,93993.3249,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,80.0,60807.924900000005,-29.693582,-53.7946145,Rio Grande do Sul
apartment,South,61.0,49106.7103,-29.94697,-51.081474,Rio Grande do Sul
apartment,South,83.0,55628.699700000005,-30.090792,-51.223923,Rio Grande do Sul
house,South,79.0,56587.814,-30.157801,-51.198315,Rio Grande do Sul
apartment,South,103.0,52751.353,-29.6814833,-53.7986531,Rio Grande do Sul
apartment,South,67.0,89773.21399999999,-30.006578,-51.1507,Rio Grande do Sul
apartment,South,68.0,91115.97820000001,-30.05175,-51.182068,Rio Grande do Sul
apartment,South,101.0,106461.826,-30.029697,-51.202991,Rio Grande do Sul
house,South,146.0,51203.947400000005,-29.927111,-50.111233,Rio Grande do Sul
apartment,South,65.0,59465.16070000001,-30.042891,-51.224834,Rio Grande do Sul
apartment,South,90.0,71933.6618,-29.6937855,-53.796188,Rio Grande do Sul
apartment,South,60.0,86320.3972,-30.056608,-51.167461,Rio Grande do Sul
apartment,South,133.0,86320.3972,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,80.0,59465.16070000001,-30.04122,-51.22538,Rio Grande do Sul
apartment,South,121.0,72444.1044,-29.6918977,-53.8200842926,Rio Grande do Sul
apartment,South,70.0,47955.772,-30.005325,-51.199802,Rio Grande do Sul
apartment,South,84.0,140336.7493,-30.051098,-51.216896,Rio Grande do Sul
house,South,124.0,47411.061,-30.11874,-51.017544,Rio Grande do Sul
apartment,South,98.0,85339.9155,-30.019997,-51.170139,Rio Grande do Sul
apartment,South,87.0,102407.90049999999,-30.026562,-51.190315,Rio Grande do Sul
house,South,200.0,241796.4282,-30.119474,-51.250092,Rio Grande do Sul
apartment,South,160.0,69056.3208,-29.33136,-49.803558,Rio Grande do Sul
apartment,South,226.0,271046.0637,-29.1724794564,-51.5117777884,Rio Grande do Sul
apartment,South,89.0,74811.00850000001,-30.050571,-51.222179,Rio Grande do Sul
house,South,173.0,111257.407,-29.6835447,-53.8212009,Rio Grande do Sul
house,South,154.0,111890.1127,-30.008654,-51.175644,Rio Grande do Sul
house,South,240.0,150767.185,-30.106512,-51.121956,Rio Grande do Sul
apartment,South,161.0,211005.42530000003,-30.0353388,-51.2000099,Rio Grande do Sul
house,South,210.0,143867.3312,-28.297142,-54.2778571,Rio Grande do Sul
apartment,South,69.0,59465.16070000001,-30.049339,-51.199142,Rio Grande do Sul
house,South,250.0,164967.8743,-30.088015,-51.237003,Rio Grande do Sul
apartment,South,93.0,100511.4535,-30.05175,-51.182068,Rio Grande do Sul
apartment,South,126.0,100707.13260000001,-30.041092,-51.221848,Rio Grande do Sul
apartment,South,59.0,56703.628500000006,-30.058289,-51.155029,Rio Grande do Sul
apartment,South,66.0,60424.2807,-30.041872,-51.215961,Rio Grande do Sul
apartment,South,72.0,94442.8402,-30.022842,-51.193993,Rio Grande do Sul
house,South,102.0,67138.0884,-30.1491048,-51.2097227,Rio Grande do Sul
apartment,South,156.0,182231.95640000002,-30.026922,-51.211262,Rio Grande do Sul
apartment,South,90.0,76729.2428,-30.068159,-51.229153,Rio Grande do Sul
house,South,200.0,180162.04510000002,-29.6105800464,-53.7553215143,Rio Grande do Sul
house,South,234.0,60999.7489,-29.927111,-50.111233,Rio Grande do Sul
apartment,South,121.0,132741.5943,-30.046061,-51.225681,Rio Grande do Sul
apartment,South,134.0,147922.5221,-30.035622,-51.232117,Rio Grande do Sul
apartment,South,67.0,51203.947400000005,-29.6873064,-53.8154769,Rio Grande do Sul
apartment,South,102.0,85339.9155,-29.7031178,-53.7196334,Rio Grande do Sul
apartment,South,100.0,109993.66570000001,-30.03301,-51.231701,Rio Grande do Sul
apartment,South,109.0,89773.21399999999,-30.043938,-51.191223,Rio Grande do Sul
house,South,178.0,79606.5895,-30.034859,-51.144165,Rio Grande do Sul
apartment,South,113.0,109045.44410000001,-30.119474,-51.250092,Rio Grande do Sul
apartment,South,162.0,239778.89039999997,-30.03689,-51.199066,Rio Grande do Sul
apartment,South,60.0,91307.8022,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,73.0,66946.2625,-30.034723,-51.232834,Rio Grande do Sul
apartment,South,71.0,61383.3931,-30.006691,-51.179111,Rio Grande do Sul
apartment,South,95.0,93873.9042,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,100.0,143867.3312,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,85.0,61383.3931,-29.6509722,-50.7757844,Rio Grande do Sul
house,South,93.0,66375.48539999999,-29.6781357,-53.8253996,Rio Grande do Sul
apartment,South,118.0,111832.8752,-29.3318410992,-49.728419119,Rio Grande do Sul
apartment,South,58.0,82495.25259999999,-30.015261,-51.165073,Rio Grande do Sul
house,South,143.0,72892.7818,-30.152267,-51.205177,Rio Grande do Sul
house,South,248.0,282569.9456,-30.161716,-51.202991,Rio Grande do Sul
apartment,South,88.0,57546.933999999994,-29.6854982,-51.1277967,Rio Grande do Sul
house,South,81.0,105502.71170000001,-30.0678162,-51.2114925,Rio Grande do Sul
apartment,South,80.0,75770.1285,-29.6855157,-53.8061745,Rio Grande do Sul
apartment,South,162.0,68097.2008,-30.053726,-51.201077,Rio Grande do Sul
apartment,South,130.0,125993.7652,-30.114227,-51.2486,Rio Grande do Sul
house,South,137.0,152499.3732,-30.047504,-51.204636,Rio Grande do Sul
apartment,South,68.0,51203.947400000005,-30.018377,-51.197815,Rio Grande do Sul
house,South,209.0,155508.2873,-30.05175,-51.182068,Rio Grande do Sul
apartment,South,126.0,185851.3709,-30.110353,-51.223923,Rio Grande do Sul
apartment,South,91.0,104304.33989999999,-30.042011,-51.210697,Rio Grande do Sul
apartment,South,66.0,71116.5934,-30.038136,-51.188606,Rio Grande do Sul
apartment,South,131.0,93034.20490000001,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,114.0,180162.04510000002,-30.015366,-51.193504,Rio Grande do Sul
apartment,South,54.0,48359.2826,-30.100898246,-51.2351265251,Rio Grande do Sul
apartment,South,59.0,57163.2822,-30.035332,-51.135017,Rio Grande do Sul
apartment,South,198.0,143867.3312,-30.103489,-51.253208,Rio Grande do Sul
apartment,South,133.0,93993.3249,-29.6918894,-53.8119816,Rio Grande do Sul
apartment,South,88.0,113786.5521,-30.034859,-51.144165,Rio Grande do Sul
apartment,South,72.0,46037.5453,-30.023415,-51.20953,Rio Grande do Sul
apartment,South,55.0,84770.9795,-30.06321,-51.156021,Rio Grande do Sul
apartment,South,53.0,52751.353,-30.04122,-51.22538,Rio Grande do Sul
apartment,South,154.0,113786.5521,-30.015366,-51.193504,Rio Grande do Sul
apartment,South,65.0,80817.65710000001,-30.03305556,-51.23,Rio Grande do Sul
apartment,South,85.0,132753.8208,-30.051098,-51.216896,Rio Grande do Sul
apartment,South,77.0,88238.6315,-30.0089,-51.155739,Rio Grande do Sul
apartment,South,68.0,66375.48539999999,-30.016413,-51.196453,Rio Grande do Sul
apartment,South,62.0,49874.0063,-30.022408,-51.182068,Rio Grande do Sul
apartment,South,132.0,274476.88039999997,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,55.0,61444.738399999995,-30.052401,-51.196148,Rio Grande do Sul
apartment,South,114.0,78647.4752,-29.6905805,-53.8135512,Rio Grande do Sul
apartment,South,76.0,81524.8238,-30.049229,-51.201336,Rio Grande do Sul
apartment,South,74.0,94952.4373,-30.098846,-51.240437,Rio Grande do Sul
apartment,South,75.0,58789.7183,-30.078871,-51.237934,Rio Grande do Sul
apartment,South,75.0,89197.7439,-30.023874,-51.133713,Rio Grande do Sul
apartment,South,144.0,159301.17369999998,-29.145527,-51.213455,Rio Grande do Sul
apartment,South,65.0,79176.8551,-29.975916,-51.193546,Rio Grande do Sul
apartment,South,93.0,90156.8639,-30.05051,-51.188564,Rio Grande do Sul
apartment,South,89.0,55053.229600000006,-29.7024305,-52.4259007,Rio Grande do Sul
apartment,South,185.0,172640.80200000003,-29.6882632,-53.820142,Rio Grande do Sul
apartment,South,90.0,149818.9615,-30.107187,-51.238651,Rio Grande do Sul
apartment,South,110.0,109804.02290000001,-30.119474,-51.250092,Rio Grande do Sul
apartment,South,68.0,45514.6197,-29.919458,-50.224442,Rio Grande do Sul
apartment,South,203.0,125165.21130000001,-30.059143,-51.227844,Rio Grande do Sul
apartment,South,60.0,50353.5625,-29.6805979,-53.8195627,Rio Grande do Sul
apartment,South,114.0,113786.5521,-30.041342,-51.209351,Rio Grande do Sul
apartment,South,107.0,92075.0906,-30.031038,-51.217381,Rio Grande do Sul
apartment,South,90.0,88238.6315,-30.038136,-51.188606,Rio Grande do Sul
apartment,South,117.0,122766.7881,-30.068159,-51.229153,Rio Grande do Sul
apartment,South,115.0,71685.52369999999,-30.002014,-51.159657,Rio Grande do Sul
apartment,South,138.0,264715.90020000003,-30.021929,-51.191223,Rio Grande do Sul
house,South,174.0,102625.365,-30.093275,-51.202991,Rio Grande do Sul
apartment,South,56.0,51203.947400000005,-30.105619,-51.242771,Rio Grande do Sul
apartment,South,76.0,63301.627400000005,-30.032684,-51.198807,Rio Grande do Sul
apartment,South,241.0,245533.5838,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,73.0,110752.24640000002,-30.048586,-51.193619,Rio Grande do Sul
apartment,South,59.0,88384.2247,-30.041872,-51.215961,Rio Grande do Sul
apartment,South,104.0,161197.6207,-30.019489,-51.167549,Rio Grande do Sul
apartment,South,58.0,124685.0224,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,67.0,80565.7038,-30.031719,-51.207718,Rio Grande do Sul
apartment,South,77.0,57546.933999999994,-30.060946,-51.166382,Rio Grande do Sul
house,South,199.0,92075.0906,-29.984089,-51.12841,Rio Grande do Sul
apartment,South,132.0,304461.90900000004,-30.043938,-51.191223,Rio Grande do Sul
apartment,South,189.0,118603.51950000001,-30.023867,-50.245049,Rio Grande do Sul
apartment,South,73.0,60040.6308,-29.6855727567,-53.7992763576,Rio Grande do Sul
apartment,South,81.0,76331.8084,-29.6889999314,-53.7995557116,Rio Grande do Sul
apartment,South,73.0,110298.28700000001,-30.019247,-51.195488,Rio Grande do Sul
apartment,South,124.0,233262.4376,-30.027906,-51.190132,Rio Grande do Sul
apartment,South,88.0,45514.6197,-29.6858073,-53.8074871,Rio Grande do Sul
house,South,207.0,120613.74420000002,-29.145527,-51.213455,Rio Grande do Sul
apartment,South,125.0,92839.12240000001,-29.145624448,-51.5294880902,Rio Grande do Sul
apartment,South,73.0,62392.9562,-30.032816,-51.216465,Rio Grande do Sul
house,South,251.0,230187.73599999998,-29.946451,-51.111507,Rio Grande do Sul
apartment,South,80.0,81547.0291,-30.045778,-51.171303,Rio Grande do Sul
house,South,104.0,134276.1768,-30.030844,-51.234386,Rio Grande do Sul
apartment,South,104.0,147703.7979,-30.015261,-51.165073,Rio Grande do Sul
apartment,South,105.0,128958.09010000002,-30.029697,-51.202991,Rio Grande do Sul
apartment,South,94.0,124685.0224,-30.045527,-51.19289,Rio Grande do Sul
apartment,South,63.0,51792.238699999994,-30.098846,-51.240437,Rio Grande do Sul
apartment,South,141.0,113786.5521,-30.014015,-51.175533,Rio Grande do Sul
apartment,South,103.0,61383.3931,-30.031719,-51.207718,Rio Grande do Sul
apartment,South,85.0,63301.627400000005,-29.6876854917,-53.8194915423,Rio Grande do Sul
apartment,South,108.0,174472.7174,-30.021929,-51.191223,Rio Grande do Sul
house,South,64.0,61383.3931,-29.7527413,-51.1078731,Rio Grande do Sul
house,South,207.0,208608.6817,-30.002295,-51.123158,Rio Grande do Sul
house,South,115.0,70974.5494,-30.1581539,-51.2128832,Rio Grande do Sul
apartment,South,69.0,81524.8238,-30.057297,-51.155926,Rio Grande do Sul
house,South,240.0,249370.05049999998,-29.6968386,-53.7888532,Rio Grande do Sul
apartment,South,123.0,181110.2667,-30.032043,-51.178146,Rio Grande do Sul
apartment,South,66.0,63301.627400000005,-29.6897817,-53.8084522,Rio Grande do Sul
apartment,South,128.0,65219.854100000004,-29.7067270875,-52.4193521566,Rio Grande do Sul
apartment,South,64.0,67138.0884,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,152.0,132750.9765,-30.03689,-51.199066,Rio Grande do Sul
apartment,South,97.0,121372.32489999999,-30.03764,-51.189133,Rio Grande do Sul
apartment,South,107.0,117579.4385,-30.088015,-51.237003,Rio Grande do Sul
house,South,83.0,66660.0617,-30.158951,-51.216072,Rio Grande do Sul
apartment,South,91.0,132357.95010000002,-30.020681,-51.201683,Rio Grande do Sul
apartment,South,97.0,95719.7333,-30.024878,-51.204952,Rio Grande do Sul
apartment,South,65.0,66375.48539999999,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,62.0,50449.4745,-30.036882,-51.200722,Rio Grande do Sul
apartment,South,125.0,92075.0906,-30.038013,-51.162582,Rio Grande do Sul
apartment,South,85.0,75386.4786,-29.6944266,-53.8125005,Rio Grande do Sul
apartment,South,206.0,113175.63369999999,-30.037214,-51.164005,Rio Grande do Sul
apartment,South,98.0,110562.60170000001,-30.021929,-51.191223,Rio Grande do Sul
apartment,South,69.0,101666.245,-30.043938,-51.191223,Rio Grande do Sul
house,South,229.0,240738.0104,-30.03689,-51.199066,Rio Grande do Sul
apartment,South,70.0,88184.5784,-30.002981,-51.189289,Rio Grande do Sul
apartment,South,66.0,81428.9099,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,75.0,92925.6826,-30.053726,-51.201077,Rio Grande do Sul
apartment,South,68.0,75857.70330000001,-30.019569,-51.149391,Rio Grande do Sul
apartment,South,165.0,249370.05049999998,-30.031057,-51.154961,Rio Grande do Sul
apartment,South,63.0,83443.47039999999,-30.070068,-51.192532,Rio Grande do Sul
apartment,South,85.0,143867.3312,-30.055731,-51.221252,Rio Grande do Sul
apartment,South,81.0,130854.5371,-30.030418,-51.187057,Rio Grande do Sul
apartment,South,70.0,97829.7859,-30.10965,-51.254257,Rio Grande do Sul
house,South,139.0,91883.2723,-30.161716,-51.202991,Rio Grande do Sul
apartment,South,83.0,77551.2018,-29.6956853,-53.8120199,Rio Grande do Sul
apartment,South,90.0,126603.25480000001,-30.031038,-51.217381,Rio Grande do Sul
house,South,251.0,151146.4706,-30.084738,-51.192532,Rio Grande do Sul
apartment,South,69.0,46037.5453,-30.128086,-51.218689,Rio Grande do Sul
apartment,South,123.0,111257.407,-30.009182,-51.161926,Rio Grande do Sul
