property_type,region,area_m2,price_usd,lat,lon,state
apartment,Northeast,73.0,90494.91,-2.506015,-44.261105,Brasil
apartment,Northeast,198.0,405666.85,-5.514259,-47.476859,Brasil
apartment,Northeast,187.0,343256.56,-2.490246,-44.303001,Brasil
apartment,Northeast,53.0,74892.34,-2.501234,-44.272435,Brasil
apartment,Northeast,109.0,219177.74,-2.488693,-44.299107,Brasil
house,Northeast,135.0,78012.85,-4.932732,-47.508761,Brasil
apartment,Central-West,157.0,296448.85,-15.583336,-56.128174,Brasil
apartment,Central-West,74.0,99232.35,-15.577413,-56.1154947,Brasil
apartment,Central-West,83.0,109217.99,-15.577168,-56.114281,Brasil
apartment,Central-West,146.0,202833.42,-15.583336,-56.128174,Brasil
apartment,Central-West,76.0,124508.51,-15.6156822,-56.0739201,Brasil
apartment,Central-West,97.0,93615.42,-15.5869833,-56.0850827,Brasil
house,Central-West,124.0,124508.51,-15.5574535,-56.1079056,Brasil
apartment,Central-West,120.0,93615.42,-15.59007,-56.0927684,Brasil
apartment,Central-West,96.0,124820.57,-15.6152349,-56.0583409,Brasil
apartment,Central-West,234.0,202833.42,-15.5996592,-56.107221,Brasil
apartment,Central-West,66.0,87374.39,-15.6029183,-56.1120175,Brasil
apartment,Central-West,134.0,218435.99,-15.6074,-56.073341,Brasil
apartment,Central-West,91.0,173188.54,-15.608544,-56.074417,Brasil
apartment,Central-West,69.0,90494.91,-15.6143965,-56.0477232,Brasil
apartment,Central-West,113.0,124820.57,-15.5833822,-56.0853408,Brasil
house,Central-West,180.0,115459.02,-15.5727782,-56.0864229,Brasil
apartment,Central-West,138.0,215315.48,-15.587972,-56.107826,Brasil
apartment,Central-West,93.0,165387.25,-15.5843664,-56.0775814,Brasil
apartment,Central-West,186.0,393184.79,-15.5852699,-56.1014722,Brasil
apartment,Central-West,215.0,402546.33,-15.5852699,-56.1014722,Brasil
apartment,Central-West,140.0,218123.94,-15.583336,-56.128174,Brasil
apartment,Central-West,72.0,99856.45,-15.5850019,-56.0973882,Brasil
apartment,Central-West,80.0,77981.65,-15.5729,-56.0864453,Brasil
house,Central-West,63.0,81133.37,-15.6165775,-56.1327858,Brasil
house,Central-West,203.0,84253.88,-15.6154476,-56.132504,Brasil
apartment,Central-West,165.0,212194.96,-15.587972,-56.107826,Brasil
house,Central-West,119.0,109217.99,-15.5507041,-56.0237548,Brasil
house,Central-West,244.0,421269.42,-15.611643,-56.027786,Brasil
house,Central-West,118.0,109217.99,-15.614982,-56.0785741,Brasil
house,Central-West,183.0,118579.54,-15.596239,-56.10725,Brasil
apartment,Central-West,143.0,211049.74,-15.577168,-56.114281,Brasil
apartment,Central-West,121.0,171628.28,-15.584961,-56.107784,Brasil
apartment,Central-West,136.0,230181.61,-15.577168,-56.114281,Brasil
apartment,Central-West,112.0,87374.39,-15.5890722,-56.0860205,Brasil
apartment,Central-West,121.0,202833.42,-15.584961,-56.107784,Brasil
apartment,Central-West,121.0,202833.42,-15.584961,-56.107784,Brasil
apartment,Central-West,113.0,99856.45,-15.6554168,-56.1430344,Brasil
apartment,Central-West,190.0,152905.19,-15.581997,-56.101353,Brasil
apartment,Central-West,166.0,255882.16,-15.583336,-56.128174,Brasil
house,Central-West,230.0,140423.14,-15.6174861,-56.0804313,Brasil
apartment,Central-West,130.0,114678.89,-15.585517,-56.111435,Brasil
house,Central-West,198.0,265243.71,-15.611643,-56.027786,Brasil
house,Central-West,200.0,212194.96,-15.5753851,-56.0911458,Brasil
house,Central-West,86.0,78012.85,-15.543001,-56.062592,Brasil
house,Central-West,123.0,152905.19,-15.577168,-56.114281,Brasil
house,Central-West,99.0,93615.42,-15.614982,-56.0785741,Brasil
house,Central-West,120.0,78012.85,-15.6769735,-56.1199855,Brasil
apartment,Central-West,121.0,180989.82,-15.584961,-56.107784,Brasil
apartment,Central-West,121.0,180989.82,-15.584961,-56.107784,Brasil
apartment,Central-West,121.0,180989.82,-15.584961,-56.107784,Brasil
apartment,Central-West,143.0,173812.64,-15.583813,-56.072388,Brasil
house,Central-West,212.0,156025.71,-15.608881,-56.1226622,Brasil
house,Central-West,198.0,156025.71,-15.6577296,-56.1403425,Brasil
house,Central-West,200.0,93615.42,-15.5534784,-56.052126,Brasil
house,Central-West,142.0,187230.85,-15.5904838,-56.096326,Brasil
house,Central-West,140.0,115459.02,-15.5727782,-56.0864229,Brasil
house,Central-West,165.0,124820.57,-15.5557136,-56.0505579,Brasil
house,Central-West,200.0,87374.39,-15.6757794,-56.1762557,Brasil
apartment,Central-West,96.0,81133.37,-15.597872,-56.0947,Brasil
apartment,Central-West,124.0,199712.91,-15.586832,-56.1117328,Brasil
apartment,Central-West,209.0,436559.94,-15.584961,-56.107784,Brasil
apartment,Central-West,98.0,118579.54,-15.5846896,-56.1030545,Brasil
apartment,Central-West,94.0,78012.85,-15.590803,-56.1060496,Brasil
apartment,Central-West,118.0,165387.25,-15.5852699,-56.1014722,Brasil
house,Central-West,90.0,115459.02,-15.599576,-56.133755,Brasil
house,Central-West,127.0,162266.74,-15.5611622,-56.1080132,Brasil
apartment,Central-West,89.0,149784.68,-15.58693,-56.1078746,Brasil
house,Central-West,150.0,94690.99,-15.600369,-56.106495,Brasil
house,Central-West,148.0,143543.65,-15.613361,-56.063568,Brasil
house,Central-West,158.0,215315.48,-15.6039572,-56.0442993,Brasil
apartment,Central-West,252.0,405666.85,-15.593987,-56.072388,Brasil
house,Central-West,174.0,109217.99,-15.59833,-56.038933,Brasil
apartment,Central-West,80.0,112338.51,-15.6232033,-56.0909833,Brasil
house,Central-West,217.0,277725.76,-15.611643,-56.027786,Brasil
house,Central-West,89.0,140423.14,-15.126024,-55.580177,Brasil
house,Central-West,97.0,123260.31,-15.126024,-55.580177,Brasil
house,Central-West,89.0,143543.65,-15.126024,-55.580177,Brasil
house,Central-West,80.0,121700.05,-15.126024,-55.580177,Brasil
house,Central-West,98.0,120139.79,-15.126024,-55.580177,Brasil
apartment,Central-West,191.0,430630.96,-15.5852699,-56.1014722,Brasil
apartment,Central-West,76.0,109217.99,-15.596239,-56.10725,Brasil
house,Central-West,129.0,99856.45,-15.6253329,-56.0494073,Brasil
house,Central-West,155.0,118579.54,-15.6039572,-56.0442993,Brasil
apartment,Central-West,168.0,205163.81,-15.588024,-56.102913,Brasil
house,Central-West,220.0,102976.97,-15.59833,-56.038933,Brasil
house,Central-West,210.0,121700.05,-15.608744,-56.0270427,Brasil
house,Central-West,125.0,76452.59,-20.787119,-51.680794,Brasil
house,Central-West,125.0,76452.59,-20.787119,-51.680794,Brasil
house,Central-West,145.0,96735.94,-20.4725423,-54.5789985,Brasil
house,Central-West,204.0,358859.13,-20.4842891,-54.555022,Brasil
house,Central-West,130.0,110472.82,-22.2566064,-54.8104694,Brasil
apartment,Central-West,71.0,134182.11,-20.4650733,-54.6081447,Brasil
house,Central-West,131.0,90494.91,-20.801277,-51.696602,Brasil
house,Central-West,117.0,77700.8,-20.7860218,-51.6888631,Brasil
house,Central-West,70.0,120763.9,-20.793083,-51.686646,Brasil
house,Central-West,230.0,156025.71,-20.796423,-51.676273,Brasil
apartment,Central-West,148.0,77700.8,-20.4925789,-54.6036886,Brasil
apartment,Central-West,103.0,131061.59,-20.765755,-51.690014,Brasil
apartment,Central-West,103.0,112338.51,-20.765755,-51.690014,Brasil
house,Central-West,190.0,165387.25,-20.80052,-51.704414,Brasil
apartment,Southeast,85.0,149784.68,-19.909861,-43.925758,Brasil
apartment,Southeast,145.0,277725.76,-19.956898,-43.936726,Brasil
apartment,Southeast,149.0,230918.05,-19.956665,-43.938538,Brasil
apartment,Southeast,125.0,374461.71,-19.953848,-43.912674,Brasil
apartment,Southeast,170.0,405666.85,-19.932077,-43.928364,Brasil
apartment,Southeast,190.0,202833.42,-19.924635,-43.936272,Brasil
apartment,Southeast,135.0,340136.05,-20.108986,-43.905514,Brasil
apartment,Southeast,160.0,399425.82,-19.934652,-43.932949,Brasil
apartment,Southeast,127.0,217811.89,-19.975049,-43.966986,Brasil
apartment,Southeast,69.0,134182.11,-19.958302,-43.937965,Brasil
apartment,Southeast,170.0,265243.71,-19.952074,-43.949013,Brasil
apartment,Southeast,90.0,109217.99,-19.924053,-43.909245,Brasil
apartment,Southeast,98.0,129501.34,-19.915785,-43.959862,Brasil
apartment,Southeast,76.0,90182.86,-21.778897,-43.338366,Brasil
apartment,Southeast,62.0,87998.5,-19.896553,-43.995792,Brasil
apartment,Southeast,80.0,112338.51,-19.944471,-43.950581,Brasil
apartment,Southeast,110.0,234038.56,-19.938198,-43.946545,Brasil
apartment,Southeast,142.0,209074.45,-19.902693,-43.941296,Brasil
apartment,Southeast,197.0,171628.28,-19.95484,-43.934895,Brasil
apartment,Southeast,105.0,145103.91,-19.97974,-43.974335,Brasil
apartment,Southeast,85.0,112338.51,-19.89529,-43.930183,Brasil
apartment,Southeast,151.0,280846.28,-19.94371,-43.939857,Brasil
apartment,Southeast,154.0,433751.48,-19.934399,-43.929005,Brasil
apartment,Southeast,78.0,118579.54,-19.924053,-43.909245,Brasil
house,Southeast,186.0,221556.51,-19.92643,-43.917072,Brasil
house,Southeast,165.0,165709.23,-21.7867002,-46.5846309,Brasil
apartment,Southeast,124.0,273044.99,-19.919106,-44.008385,Brasil
apartment,Southeast,185.0,196280.34,-19.970257,-43.969566,Brasil
apartment,Southeast,57.0,95537.35,-19.874454,-43.989162,Brasil
apartment,Southeast,120.0,212194.96,-19.967621,-43.968641,Brasil
apartment,Southeast,75.0,112338.51,-19.924053,-43.909245,Brasil
apartment,Southeast,140.0,234038.56,-19.930571,-43.913094,Brasil
apartment,Southeast,90.0,156025.71,-19.943445,-43.954422,Brasil
apartment,Southeast,185.0,446233.53,-19.935669,-43.940399,Brasil
apartment,Southeast,166.0,168507.77,-19.947378,-43.946442,Brasil
apartment,Southeast,118.0,212194.96,-19.972874,-43.971378,Brasil
apartment,Southeast,85.0,202833.42,-19.926346,-43.925022,Brasil
apartment,Southeast,110.0,140423.14,-19.859793,-43.98896,Brasil
apartment,Southeast,147.0,340136.05,-19.934652,-43.932949,Brasil
house,Southeast,77.0,78909.15,-18.512178,-44.5550308,Brasil
apartment,Southeast,60.0,81133.37,-19.891216,-43.931061,Brasil
apartment,Southeast,165.0,185670.59,-19.885473,-43.90852,Brasil
apartment,Southeast,63.0,180053.67,-19.924927,-43.940852,Brasil
apartment,Southeast,108.0,155713.66,-19.885563,-43.909245,Brasil
apartment,Southeast,134.0,390064.28,-19.932077,-43.928364,Brasil
apartment,Southeast,139.0,452474.56,-19.935669,-43.940399,Brasil
apartment,Southeast,190.0,215315.48,-18.920481,-48.274133,Brasil
apartment,Southeast,213.0,281158.33,-19.972874,-43.971378,Brasil
apartment,Southeast,90.0,124508.51,-19.910908,-43.960365,Brasil
apartment,Southeast,108.0,228759.9,-19.978519,-43.977764,Brasil
house,Southeast,184.0,524246.39,-19.946577,-43.937794,Brasil
apartment,Southeast,105.0,405666.85,-19.934837,-43.927746,Brasil
apartment,Southeast,85.0,165387.25,-19.87756,-43.925068,Brasil
apartment,Southeast,158.0,243400.11,-19.9713,-43.969574,Brasil
apartment,Southeast,72.0,209074.45,-19.935694,-43.934895,Brasil
apartment,Southeast,135.0,421269.42,-20.108986,-43.905514,Brasil
house,Southeast,107.0,142036.48,-21.7894498,-46.5345268,Brasil
apartment,Southeast,202.0,374461.71,-19.94816,-43.931427,Brasil
apartment,Southeast,113.0,268364.22,-19.94371,-43.951164,Brasil
apartment,Southeast,160.0,218435.99,-19.941496,-43.922215,Brasil
apartment,Southeast,75.0,102976.97,-19.873127,-43.992397,Brasil
house,Southeast,90.0,85221.89,-19.828482,-43.993279,Brasil
apartment,Southeast,107.0,121700.05,-19.91146,-43.912637,Brasil
apartment,Southeast,62.0,83634.15,-19.874454,-43.989162,Brasil
house,Southeast,240.0,171628.28,-19.922323,-43.904324,Brasil
apartment,Southeast,105.0,109217.99,-19.916334,-43.939255,Brasil
apartment,Southeast,71.0,148224.42,-19.919283,-43.929672,Brasil
apartment,Southeast,67.0,102976.97,-19.980564,-43.977825,Brasil
apartment,Southeast,70.0,83629.78,-18.913077,-48.253524,Brasil
apartment,Southeast,148.0,116785.55,-21.7990534,-46.5725183,Brasil
apartment,Southeast,121.0,244960.36,-21.775616,-43.34639,Brasil
apartment,Southeast,90.0,224198.96,-19.948219,-43.955166,Brasil
apartment,Southeast,95.0,142607.5,-19.978752,-43.967831,Brasil
house,Southeast,140.0,171628.28,-20.108986,-43.905514,Brasil
apartment,Southeast,157.0,454516.76,-19.9166813,-43.9344931,Brasil
house,Southeast,237.0,171628.28,-18.925961,-48.284737,Brasil
apartment,Southeast,65.0,187080.75,-19.925545,-43.939018,Brasil
apartment,Southeast,73.0,102976.97,-19.968262,-43.968708,Brasil
apartment,Southeast,222.0,499282.28,-19.953047,-43.934128,Brasil
apartment,Southeast,66.0,168507.77,-19.947636,-43.947427,Brasil
apartment,Southeast,74.0,90247.45,-19.916334,-43.939255,Brasil
house,Southeast,80.0,141983.39,-19.842197,-43.978691,Brasil
apartment,Southeast,130.0,234038.56,-19.952751,-43.949718,Brasil
house,Southeast,133.0,97847.35,-19.838039,-43.988049,Brasil
apartment,Southeast,70.0,98296.19,-18.925175,-48.247468,Brasil
apartment,Southeast,70.0,93615.42,-19.876463,-43.93161,Brasil
apartment,Southeast,171.0,275229.35,-18.919746,-48.264255,Brasil
apartment,Southeast,100.0,149784.68,-19.940088,-43.964367,Brasil
apartment,Southeast,205.0,374461.71,-19.946577,-43.937794,Brasil
apartment,Southeast,120.0,118579.54,-19.832657,-43.965805,Brasil
apartment,Southeast,62.0,81133.37,-19.896553,-43.995792,Brasil
house,Southeast,210.0,343256.56,-19.964554,-43.951561,Brasil
apartment,Southeast,135.0,265243.71,-19.976376,-43.969177,Brasil
apartment,Southeast,210.0,436871.99,-19.946577,-43.937794,Brasil
apartment,Southeast,248.0,429070.71,-19.950071,-43.923893,Brasil
house,Southeast,60.0,85221.89,-19.7586897,-43.9472551,Brasil
apartment,Southeast,160.0,243400.11,-19.946831,-43.954407,Brasil
apartment,Southeast,130.0,255882.16,-19.935884,-43.955601,Brasil
apartment,Southeast,95.0,166947.51,-19.940382,-43.956802,Brasil
apartment,Southeast,114.0,171628.28,-19.885361,-43.925041,Brasil
apartment,Southeast,147.0,224677.02,-19.934652,-43.932949,Brasil
apartment,Southeast,140.0,193471.88,-19.934837,-43.927746,Brasil
apartment,Southeast,162.0,296448.85,-20.108986,-43.905514,Brasil
apartment,Southeast,80.0,115459.02,-19.925079,-43.96394,Brasil
apartment,Southeast,95.0,109217.99,-19.889687,-43.924618,Brasil
apartment,Southeast,95.0,159146.22,-19.950899,-43.95536,Brasil
apartment,Southeast,77.0,145192.85,-21.780999,-43.358941,Brasil
apartment,Southeast,140.0,187230.85,-19.935143,-43.955425,Brasil
house,Southeast,80.0,84253.88,-19.840412,-43.960365,Brasil
apartment,Southeast,135.0,171628.28,-19.970257,-43.969566,Brasil
apartment,Southeast,92.0,137302.62,-19.883272,-43.918819,Brasil
apartment,Southeast,65.0,74892.34,-19.930971,-43.94487,Brasil
apartment,Southeast,143.0,452474.56,-19.944471,-43.950581,Brasil
apartment,Southeast,57.0,81133.37,-19.932367,-44.000648,Brasil
apartment,Southeast,150.0,374461.71,-19.938972,-43.92263,Brasil
apartment,Southeast,120.0,343256.56,-19.9478,-43.952587,Brasil
apartment,Southeast,134.0,171628.28,-19.900206,-43.931606,Brasil
apartment,Southeast,71.0,118579.54,-19.880213,-43.991723,Brasil
apartment,Southeast,72.0,90494.91,-19.875274,-43.934455,Brasil
apartment,Southeast,250.0,234038.56,-19.887066,-43.99709,Brasil
apartment,Southeast,160.0,249641.14,-19.875216,-43.935848,Brasil
apartment,Southeast,90.0,93615.42,-18.903335,-48.247571,Brasil
apartment,Southeast,127.0,316732.19,-19.928936,-43.935802,Brasil
apartment,Southeast,143.0,234038.56,-19.941583,-43.912957,Brasil
apartment,Southeast,170.0,452474.56,-19.872128,-43.979431,Brasil
apartment,Southeast,85.0,150627.22,-19.862936,-43.944202,Brasil
apartment,Southeast,140.0,227797.54,-19.949492,-43.949041,Brasil
apartment,Southeast,65.0,101416.71,-19.980564,-43.977825,Brasil
apartment,Southeast,56.0,168507.77,-20.108986,-43.905514,Brasil
apartment,Southeast,70.0,99856.45,-19.874514,-43.918346,Brasil
apartment,Southeast,115.0,134182.11,-19.855978,-43.955601,Brasil
apartment,Southeast,190.0,184110.34,-19.922919,-43.938093,Brasil
apartment,Southeast,150.0,234038.56,-19.935884,-43.955601,Brasil
apartment,Southeast,158.0,511764.33,-19.944609,-43.944107,Brasil
apartment,Southeast,95.0,146664.17,-19.959841,-43.946693,Brasil
apartment,Southeast,135.0,123260.31,-19.946075,-43.926579,Brasil
apartment,Southeast,200.0,280846.28,-19.929073,-43.928181,Brasil
apartment,Southeast,150.0,196592.39,-19.968262,-43.968708,Brasil
house,Southeast,69.0,86800.07,-19.833084,-44.022141,Brasil
apartment,Southeast,70.0,87374.39,-19.938681,-43.974945,Brasil
apartment,Southeast,115.0,182550.08,-19.958302,-43.937965,Brasil
apartment,Southeast,84.0,96735.94,-19.908415,-43.921181,Brasil
apartment,Southeast,100.0,174748.79,-19.948648,-43.929298,Brasil
apartment,Southeast,105.0,99544.4,-19.908875,-43.924843,Brasil
apartment,Southeast,85.0,154465.45,-19.910408,-43.922245,Brasil
apartment,Southeast,110.0,146664.17,-19.944889,-43.954887,Brasil
apartment,Southeast,90.0,205953.94,-19.948648,-43.929298,Brasil
apartment,Southeast,70.0,140423.14,-19.950031,-43.944302,Brasil
apartment,Southeast,70.0,92055.17,-19.972874,-43.971378,Brasil
apartment,Southeast,140.0,202833.42,-19.950464,-43.932262,Brasil
apartment,Southeast,75.0,99856.45,-19.928211,-43.918407,Brasil
apartment,Southeast,90.0,248080.88,-19.925079,-43.96394,Brasil
apartment,Southeast,126.0,168507.77,-19.933216,-43.979431,Brasil
apartment,Southeast,96.0,137302.62,-19.946495,-43.92799,Brasil
apartment,Southeast,60.0,137614.67,-19.883387,-43.934631,Brasil
apartment,Southeast,191.0,277101.66,-19.878145,-43.936375,Brasil
apartment,Southeast,96.0,202833.42,-19.890615,-43.930515,Brasil
house,Southeast,133.0,101003.72,-21.7935752,-46.5508455,Brasil
apartment,Southeast,113.0,390064.28,-19.926346,-43.925022,Brasil
apartment,Southeast,90.0,202833.42,-19.948599,-43.944378,Brasil
apartment,Southeast,89.0,181491.06,-19.946976,-43.927471,Brasil
apartment,Southeast,160.0,343256.56,-19.952301,-43.952271,Brasil
apartment,Southeast,160.0,165387.25,-19.949297,-43.955235,Brasil
apartment,Southeast,95.0,292704.23,-19.942556,-43.932621,Brasil
apartment,Southeast,95.0,152905.19,-19.948112,-43.943111,Brasil
apartment,Southeast,95.0,161018.53,-19.897053,-43.919765,Brasil
apartment,Southeast,60.0,99856.45,-19.940832,-43.91806,Brasil
house,Southeast,215.0,436871.99,-19.892763,-43.923843,Brasil
apartment,Southeast,70.0,75752.79,-21.7948209,-46.5450916,Brasil
apartment,Southeast,80.0,115459.02,-19.919943,-43.914608,Brasil
house,Southeast,250.0,116154.28,-21.7964023,-46.5704039,Brasil
apartment,Southeast,153.0,399425.82,-20.108986,-43.905514,Brasil
apartment,Southeast,125.0,209386.5,-18.920784,-48.264801,Brasil
apartment,Southeast,142.0,218123.94,-19.968153,-43.969856,Brasil
apartment,Southeast,104.0,88378.25,-19.9229694,-43.9365255,Brasil
house,Southeast,210.0,402546.33,-19.950249,-43.951366,Brasil
apartment,Southeast,70.0,78012.85,-19.928211,-43.918407,Brasil
apartment,Southeast,70.0,99856.45,-19.9713,-43.969574,Brasil
apartment,Southeast,80.0,223116.76,-19.935884,-43.955601,Brasil
apartment,Southeast,60.0,171628.28,-19.941578,-43.930614,Brasil
apartment,Southeast,185.0,374461.71,-21.769742,-43.352864,Brasil
apartment,Southeast,110.0,117019.28,-19.946604,-43.946045,Brasil
apartment,Southeast,95.0,149784.68,-19.949526,-43.958916,Brasil
apartment,Southeast,153.0,444985.33,-19.949526,-43.958916,Brasil
apartment,Southeast,108.0,189103.16,-19.9713,-43.969574,Brasil
apartment,Southeast,55.0,87374.39,-19.874514,-43.918346,Brasil
apartment,Southeast,96.0,271422.33,-19.937283,-43.918285,Brasil
apartment,Southeast,155.0,523934.34,-19.939644,-43.956642,Brasil
apartment,Southeast,179.0,311739.37,-19.942294,-43.915373,Brasil
apartment,Southeast,72.0,78012.85,-19.910908,-43.960365,Brasil
apartment,Southeast,200.0,358859.13,-19.950464,-43.932262,Brasil
house,Southeast,200.0,243400.11,-19.906591,-43.923042,Brasil
apartment,Southeast,95.0,180989.82,-19.969545,-43.970921,Brasil
apartment,Southeast,107.0,187230.85,-19.973309,-43.970669,Brasil
apartment,Southeast,178.0,514884.85,-20.108986,-43.905514,Brasil
house,Southeast,210.0,224677.02,-19.906261,-43.904415,Brasil
apartment,Southeast,110.0,132309.8,-19.949545,-43.953651,Brasil
apartment,Southeast,83.0,295769.2,-19.925545,-43.939018,Brasil
apartment,Southeast,90.0,139860.2,-19.92498,-43.906752,Brasil
apartment,Southeast,65.0,99856.45,-19.892237,-43.927166,Brasil
apartment,Southeast,190.0,299569.36,-19.939054,-43.919888,Brasil
apartment,Southeast,95.0,118423.51,-18.926245,-48.253717,Brasil
apartment,Southeast,118.0,196592.39,-19.972874,-43.971378,Brasil
apartment,Southeast,90.0,146664.17,-19.944471,-43.950581,Brasil
house,Southeast,140.0,88378.25,-16.7502984,-43.8737343,Brasil
apartment,Southeast,90.0,142264.24,-19.919211,-43.982735,Brasil
apartment,Southeast,120.0,308930.91,-19.88875,-43.924835,Brasil
apartment,Southeast,118.0,171628.28,-19.925392,-43.940102,Brasil
apartment,Southeast,103.0,201070.64,-19.945493,-43.945925,Brasil
apartment,Southeast,55.0,170068.02,-19.944574,-43.945984,Brasil
apartment,Southeast,82.0,83629.78,-19.964027,-43.966702,Brasil
apartment,Southeast,80.0,202833.42,-19.958302,-43.937965,Brasil
apartment,Southeast,75.0,183486.23,-19.922323,-43.904324,Brasil
apartment,Southeast,100.0,131061.59,-19.935884,-43.955601,Brasil
apartment,Southeast,126.0,230918.05,-19.961142,-43.965134,Brasil
apartment,Southeast,250.0,452474.56,-19.944799,-43.954212,Brasil
house,Southeast,170.0,180989.82,-20.108986,-43.905514,Brasil
house,Southeast,163.0,166947.51,-19.906618,-43.942635,Brasil
apartment,Southeast,65.0,84253.88,-19.904825,-43.930565,Brasil
apartment,Southeast,112.0,199712.91,-19.979595,-43.966721,Brasil
apartment,Southeast,75.0,87374.39,-19.95171,-43.949955,Brasil
apartment,Southeast,92.0,154465.45,-19.859285,-43.941013,Brasil
apartment,Southeast,90.0,151344.94,-19.971397,-43.965988,Brasil
apartment,Southeast,100.0,252761.65,-19.956787,-43.937031,Brasil
apartment,Southeast,64.0,98400.2,-18.930548,-48.287647,Brasil
apartment,Southeast,68.0,224677.02,-19.974264,-43.940655,Brasil
apartment,Southeast,70.0,89246.7,-18.913077,-48.253524,Brasil
apartment,Southeast,72.0,115459.02,-19.880213,-43.991723,Brasil
house,Southeast,60.0,85814.14,-19.889879,-43.905777,Brasil
apartment,Southeast,157.0,452474.56,-20.108986,-43.905514,Brasil
apartment,Southeast,105.0,127941.08,-19.950031,-43.944302,Brasil
apartment,Southeast,90.0,124820.57,-19.97974,-43.974335,Brasil
apartment,Southeast,120.0,96735.94,-19.948599,-43.944378,Brasil
apartment,Southeast,110.0,205953.94,-19.975042,-43.96283,Brasil
apartment,Southeast,110.0,177869.31,-19.938972,-43.92263,Brasil
apartment,Southeast,132.0,234038.56,-19.904806,-43.968708,Brasil
apartment,Southeast,235.0,202833.42,-19.855978,-43.955601,Brasil
apartment,Southeast,70.0,121700.05,-19.925297,-43.916759,Brasil
apartment,Southeast,131.0,131061.59,-19.872351,-43.917793,Brasil
apartment,Southeast,77.0,118908.13,-19.859793,-43.98896,Brasil
apartment,Southeast,80.0,118579.54,-19.944471,-43.950581,Brasil
apartment,Southeast,74.0,128779.74,-19.973657,-43.976293,Brasil
apartment,Southeast,170.0,499282.28,-19.935455,-43.954124,Brasil
apartment,Southeast,100.0,131061.59,-19.950464,-43.932262,Brasil
apartment,Southeast,145.0,149597.45,-19.871164,-43.952421,Brasil
apartment,Southeast,96.0,134182.11,-19.913719,-43.911861,Brasil
apartment,Southeast,169.0,165387.25,-19.968262,-43.968708,Brasil
apartment,Southeast,180.0,436871.99,-19.934652,-43.932949,Brasil
apartment,Southeast,134.0,202833.42,-19.945335,-43.93647,Brasil
apartment,Southeast,90.0,156025.71,-19.946831,-43.954407,Brasil
apartment,Southeast,120.0,202833.42,-19.946684,-43.932388,Brasil
apartment,Southeast,97.0,296448.85,-19.944958,-43.945988,Brasil
apartment,Southeast,110.0,134182.11,-19.951384,-43.956963,Brasil
apartment,Southeast,90.0,142036.48,-21.7865265,-46.5647612,Brasil
apartment,Southeast,71.0,105785.43,-19.869747,-43.954166,Brasil
apartment,Southeast,137.0,344192.72,-20.108986,-43.905514,Brasil
apartment,Southeast,120.0,143543.65,-19.920895,-43.978848,Brasil
apartment,Southeast,75.0,243400.11,-19.927492,-43.925728,Brasil
apartment,Southeast,104.0,177557.26,-19.881435,-43.996833,Brasil
apartment,Southeast,100.0,106097.48,-19.941496,-43.922215,Brasil
apartment,Southeast,80.0,226237.28,-19.947233,-43.954371,Brasil
apartment,Southeast,160.0,399425.82,-19.945051,-43.940212,Brasil
apartment,Southeast,57.0,102976.97,-19.938681,-43.974945,Brasil
apartment,Southeast,180.0,218435.99,-19.938831,-43.946064,Brasil
apartment,Southeast,80.0,85814.14,-19.95171,-43.949955,Brasil
house,Southeast,219.0,246520.62,-19.925079,-43.96394,Brasil
apartment,Southeast,139.0,75752.79,-21.8015929,-46.5746603,Brasil
apartment,Southeast,95.0,129501.34,-19.973843,-43.969513,Brasil
apartment,Southeast,80.0,255882.16,-19.934652,-43.932949,Brasil
apartment,Southeast,58.0,105738.27,-19.972425,-43.971661,Brasil
apartment,Southeast,220.0,374461.71,-19.961555,-43.948837,Brasil
apartment,Southeast,85.0,156025.71,-19.979929,-43.975361,Brasil
apartment,Southeast,113.0,209698.55,-19.883628,-43.933969,Brasil
apartment,Southeast,75.0,143543.65,-19.947378,-43.946442,Brasil
apartment,Southeast,188.0,499282.28,-21.77819,-43.343045,Brasil
apartment,Southeast,140.0,224677.02,-19.968262,-43.968708,Brasil
apartment,Southeast,72.0,93303.37,-19.872505,-43.921589,Brasil
apartment,Southeast,130.0,224677.02,-19.941351,-43.957123,Brasil
apartment,Southeast,190.0,374461.71,-19.943165,-43.935364,Brasil
apartment,Southeast,211.0,214691.38,-19.931339,-43.922108,Brasil
apartment,Southeast,90.0,115459.02,-19.933216,-43.979431,Brasil
house,Southeast,130.0,378763.96,-21.783441,-46.5583343,Brasil
apartment,Southeast,80.0,115459.02,-19.944471,-43.950581,Brasil
house,Southeast,200.0,305810.39,-19.889736,-43.933678,Brasil
apartment,Southeast,148.0,514884.85,-19.934825,-43.93268,Brasil
apartment,Southeast,136.0,212194.96,-19.945051,-43.940212,Brasil
apartment,Southeast,105.0,142036.48,-21.7898244,-46.5972175,Brasil
apartment,Southeast,70.0,187230.85,-19.936,-43.928949,Brasil
apartment,Southeast,75.0,109217.99,-19.924053,-43.909245,Brasil
apartment,Southeast,120.0,234038.56,-19.942846,-43.919905,Brasil
apartment,Southeast,60.0,81133.37,-19.870937,-43.920895,Brasil
apartment,Southeast,85.0,120139.79,-19.891819,-43.946064,Brasil
apartment,Southeast,120.0,165387.25,-19.941496,-43.922215,Brasil
apartment,Southeast,85.0,145915.24,-19.883171,-43.996708,Brasil
